2020-12-23 08:12:10.095988	https://www.encodeproject.org/report/?type=Experiment&status=released&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.term_name=K562&assay_title=TF+ChIP-seq&perturbed=false&assembly=GRCh38&files.file_type=bam&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment concentration	Biosample treatment concentration units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR431XGJ/	ENCSR431XGJ	ChIP-seq	TF ChIP-seq	PYGO2	PYGO2	K562	K562	GEO:GSE127668	PYGO2 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF288JVH/,/files/ENCFF749OJN/,/files/ENCFF492UOJ/,/files/ENCFF113QZV/,/files/ENCFF891LJI/,/files/ENCFF165JGK/,/files/ENCFF965IIX/,/files/ENCFF021QKM/,/files/ENCFF739OTD/,/files/ENCFF815AQW/,/files/ENCFF205DHT/,/files/ENCFF111BZA/,/files/ENCFF620QKB/,/files/ENCFF087NBH/,/files/ENCFF957LKR/,/files/ENCFF268LPT/,/files/ENCFF078LXS/,/files/ENCFF927CKY/,/files/ENCFF981YXI/,/files/ENCFF933YZM/,/files/ENCFF135PKG/,/files/ENCFF830UYZ/,/files/ENCFF198WIX/,/files/ENCFF293PYL/,/files/ENCFF975PZB/,/files/ENCFF908YGZ/,/files/ENCFF080SFO/,/files/ENCFF770YSX/,/files/ENCFF261EZF/,/files/ENCFF150UQM/,/files/ENCFF880SFY/,/files/ENCFF185XVM/,/files/ENCFF750CZH/,/files/ENCFF968PVP/,/files/ENCFF697PXU/,/files/ENCFF494VOF/,/files/ENCFF570XZY/,/files/ENCFF442XXV/,/files/ENCFF091EWT/,/files/ENCFF955FVO/,/files/ENCFF523HKB/,/files/ENCFF915CYM/,/files/ENCFF421KIV/,/files/ENCFF694DGU/		ENCBS207UAM,ENCBS125ACM	3,2	1	ENCAB882VQT	Homo sapiens	adult	53 years										/replicates/f3f053cf-aa88-4d7a-b39f-0de7c55a202b/,/replicates/89ee392c-e3df-4f2d-ad2c-27ae03132c80/
/experiments/ENCSR189YMA/	ENCSR189YMA	ChIP-seq	TF ChIP-seq	VEZF1	VEZF1	K562 genetically modified using CRISPR	K562	FactorBook:ENCSR189YMA,GEO:GSE136477	eGFP-VEZF1 ChIP-seq on human K562	Kevin White, UChicago	ENCODE	released	/files/ENCFF541HZR/,/files/ENCFF467PUF/,/files/ENCFF508PNU/,/files/ENCFF889JMQ/,/files/ENCFF638EBJ/,/files/ENCFF826UNN/,/files/ENCFF415IKH/,/files/ENCFF875NRZ/,/files/ENCFF653DBT/,/files/ENCFF659NRO/,/files/ENCFF963KBX/,/files/ENCFF675RQO/,/files/ENCFF357ANO/,/files/ENCFF173TQI/,/files/ENCFF157KSP/,/files/ENCFF362OMG/,/files/ENCFF456GLV/,/files/ENCFF295BFN/,/files/ENCFF299ZTR/,/files/ENCFF540HZD/,/files/ENCFF698KWQ/,/files/ENCFF046PED/,/files/ENCFF700USA/,/files/ENCFF176ECR/,/files/ENCFF769NEX/,/files/ENCFF025ZAO/,/files/ENCFF037MEA/,/files/ENCFF724WTJ/,/files/ENCFF568CWO/,/files/ENCFF531FSD/,/files/ENCFF349KFP/,/files/ENCFF726QIE/,/files/ENCFF085IYN/,/files/ENCFF189NDY/,/files/ENCFF053OWV/,/files/ENCFF148ZOP/,/files/ENCFF186QUP/,/files/ENCFF381CPB/,/files/ENCFF612HIX/,/files/ENCFF640VML/,/files/ENCFF790NDB/,/files/ENCFF311KGV/,/files/ENCFF356EMP/,/files/ENCFF550FGL/,/files/ENCFF268SZL/,/files/ENCFF208ETE/,/files/ENCFF357PIL/,/files/ENCFF988AXA/,/files/ENCFF870VXK/,/files/ENCFF524ZJR/,/files/ENCFF682QKR/,/files/ENCFF267IPW/,/files/ENCFF913CII/,/files/ENCFF881NLG/,/files/ENCFF495DPM/,/files/ENCFF703FQW/,/files/ENCFF638FDZ/,/files/ENCFF752FQV/,/files/ENCFF228EGB/,/files/ENCFF490IHY/,/files/ENCFF551KFN/,/files/ENCFF413PHC/,/files/ENCFF393YML/,/files/ENCFF710TIG/,/files/ENCFF516XOB/,/files/ENCFF727EYI/,/files/ENCFF427TCC/,/files/ENCFF119SBS/,/files/ENCFF941XAL/,/files/ENCFF479WKB/,/files/ENCFF162RBA/,/files/ENCFF433ERT/,/files/ENCFF035WOT/,/files/ENCFF610OYV/,/files/ENCFF053XDV/,/files/ENCFF078AEI/		ENCBS410RUZ,ENCBS595PGN,ENCBS641OVL,ENCBS545PWB	3,1,2,4	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/949f3c55-efd6-490c-90af-8c49f870bb9e/,/replicates/879dfb89-bfb6-44d8-8fcf-67230b16037d/,/replicates/e4dd8aa0-7fb0-493a-9b57-b089a1a706f2/,/replicates/ad12dfaf-e4b7-47d6-b8df-c739dae81eab/
/experiments/ENCSR608HVP/	ENCSR608HVP	ChIP-seq	TF ChIP-seq	KLF13	KLF13	K562 genetically modified using stable transfection	K562	GEO:GSE91910,FactorBook:ENCSR608HVP	eGFP-KLF13 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF715ELD/,/files/ENCFF119KHE/,/files/ENCFF358PYP/,/files/ENCFF519FTA/,/files/ENCFF684JBQ/,/files/ENCFF607CQM/,/files/ENCFF708ZXK/,/files/ENCFF169LKQ/,/files/ENCFF630QQM/,/files/ENCFF645XKW/,/files/ENCFF260RPO/,/files/ENCFF800KSB/,/files/ENCFF991UQW/,/files/ENCFF229SYD/,/files/ENCFF367KYN/,/files/ENCFF119DBB/,/files/ENCFF013RUD/,/files/ENCFF258DEA/,/files/ENCFF163SYH/,/files/ENCFF203IKW/,/files/ENCFF046OVB/,/files/ENCFF466WRX/,/files/ENCFF829XLC/,/files/ENCFF771KEQ/,/files/ENCFF817SSK/,/files/ENCFF099PNY/,/files/ENCFF922MHS/,/files/ENCFF991QMG/,/files/ENCFF975TUN/,/files/ENCFF314TEX/,/files/ENCFF471VXD/,/files/ENCFF625AOG/,/files/ENCFF855LPG/,/files/ENCFF631VNO/,/files/ENCFF200RYV/,/files/ENCFF286JTK/,/files/ENCFF022UKX/,/files/ENCFF381GEK/,/files/ENCFF574HPK/,/files/ENCFF210PRE/,/files/ENCFF387ZED/,/files/ENCFF643CWU/,/files/ENCFF802XZN/,/files/ENCFF925KNL/,/files/ENCFF080HIT/,/files/ENCFF440HTG/,/files/ENCFF972FHB/,/files/ENCFF061LDI/,/files/ENCFF086CSV/,/files/ENCFF224OVS/,/files/ENCFF094NDN/,/files/ENCFF818PSN/,/files/ENCFF158MPL/,/files/ENCFF445JNB/,/files/ENCFF390IGF/,/files/ENCFF405DRC/,/files/ENCFF852VSG/,/files/ENCFF310AVR/,/files/ENCFF214UXJ/,/files/ENCFF453MMH/,/files/ENCFF440TKP/,/files/ENCFF215UUL/,/files/ENCFF514MNM/,/files/ENCFF751HGL/,/files/ENCFF738YZC/,/files/ENCFF107YBL/		ENCBS078AAA,ENCBS432AAA	1,2	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/5b7db44e-9826-420f-9df9-beca604d41f4/,/replicates/b3105204-1280-4afe-95a9-2e1d94fe9075/
/experiments/ENCSR201NQZ/	ENCSR201NQZ	ChIP-seq	TF ChIP-seq	CTBP1	CTBP1	K562	K562	GEO:GSE105285	CTBP1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF214YCQ/,/files/ENCFF034WZZ/,/files/ENCFF903XDQ/,/files/ENCFF092XAM/,/files/ENCFF350AMO/,/files/ENCFF427JRM/,/files/ENCFF648UKL/,/files/ENCFF829YQD/,/files/ENCFF077DIB/,/files/ENCFF576WJI/,/files/ENCFF646WCS/,/files/ENCFF331BYU/,/files/ENCFF809OVE/,/files/ENCFF065GSL/,/files/ENCFF018NJS/,/files/ENCFF881DTU/,/files/ENCFF949FKG/,/files/ENCFF709XMF/,/files/ENCFF888DFU/,/files/ENCFF276SHQ/,/files/ENCFF936EBH/,/files/ENCFF099LLM/,/files/ENCFF787GMQ/,/files/ENCFF337XES/,/files/ENCFF429VZO/,/files/ENCFF814WUH/,/files/ENCFF411AZL/,/files/ENCFF349UTF/,/files/ENCFF805RSY/,/files/ENCFF817WPX/,/files/ENCFF768WCJ/,/files/ENCFF924DEM/,/files/ENCFF808HEF/,/files/ENCFF424CUZ/,/files/ENCFF149BEM/,/files/ENCFF112LWM/,/files/ENCFF152VMJ/,/files/ENCFF574ZNK/,/files/ENCFF125XVE/,/files/ENCFF672KPX/,/files/ENCFF061INZ/,/files/ENCFF066ESG/,/files/ENCFF860LBQ/,/files/ENCFF467AZP/,/files/ENCFF743MYW/,/files/ENCFF422SRO/,/files/ENCFF870SFC/		ENCBS543YEP,ENCBS232KKV	1,2	1	ENCAB000BAY	Homo sapiens	adult	53 years										/replicates/dbc779e4-4b4c-4267-9677-6a97501ea6e5/,/replicates/88e6351a-ab65-43ff-8905-d57ba821f0ca/
/experiments/ENCSR975SSR/	ENCSR975SSR	ChIP-seq	TF ChIP-seq	ELF1	ELF1	K562 genetically modified using stable transfection	K562	GEO:GSE105961,FactorBook:ENCSR975SSR	eGFP-ELF1 ChIP-seq on human K562	Kevin White, UChicago	ENCODE	released	/files/ENCFF643PYI/,/files/ENCFF915FMM/,/files/ENCFF253BVP/,/files/ENCFF564LFT/,/files/ENCFF073VHT/,/files/ENCFF649VGU/,/files/ENCFF775ZRK/,/files/ENCFF702YSS/,/files/ENCFF817UBQ/,/files/ENCFF117KZQ/,/files/ENCFF921NSY/,/files/ENCFF644UTC/,/files/ENCFF342URP/,/files/ENCFF439ZHX/,/files/ENCFF985HFC/,/files/ENCFF241QBV/,/files/ENCFF074NKQ/,/files/ENCFF882VDD/,/files/ENCFF769RKU/,/files/ENCFF221JWP/,/files/ENCFF994XOL/,/files/ENCFF245TDR/,/files/ENCFF251EVS/,/files/ENCFF619SRD/,/files/ENCFF582RKM/,/files/ENCFF738OCM/,/files/ENCFF020INB/,/files/ENCFF912FBW/,/files/ENCFF956MOS/,/files/ENCFF223LQK/,/files/ENCFF076JAN/,/files/ENCFF585YJH/,/files/ENCFF556XZO/,/files/ENCFF486DBE/,/files/ENCFF377MIJ/,/files/ENCFF647OPT/,/files/ENCFF066UQP/,/files/ENCFF356HGO/,/files/ENCFF256CVB/,/files/ENCFF646JBO/,/files/ENCFF140VIF/,/files/ENCFF889KVH/,/files/ENCFF526EEI/,/files/ENCFF243YSE/,/files/ENCFF891DIX/,/files/ENCFF673AYH/,/files/ENCFF262LEY/,/files/ENCFF506KED/,/files/ENCFF668XUF/,/files/ENCFF315HUQ/,/files/ENCFF069JZA/,/files/ENCFF348NVX/,/files/ENCFF374ATU/,/files/ENCFF323RML/,/files/ENCFF578QQU/,/files/ENCFF532BNR/,/files/ENCFF587LAY/,/files/ENCFF122MKF/,/files/ENCFF631VCX/,/files/ENCFF133TSU/,/files/ENCFF580NDE/,/files/ENCFF316YSV/,/files/ENCFF100AXT/,/files/ENCFF732DXW/,/files/ENCFF886KFV/,/files/ENCFF402RZA/		ENCBS861JYZ,ENCBS872CIK	1,2	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/8642cac6-d1da-4bd9-b1ec-b6fd219891b4/,/replicates/b6ab1ee2-afd7-413d-a792-4331f8283cab/
/experiments/ENCSR836COE/	ENCSR836COE	ChIP-seq	TF ChIP-seq	RBM17	RBM17	K562	K562	GEO:GSE105927	RBM17 ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF178ZJY/,/files/ENCFF614UID/,/files/ENCFF007CIX/,/files/ENCFF923FKY/,/files/ENCFF079CXP/,/files/ENCFF681ZXP/,/files/ENCFF049VYL/,/files/ENCFF581TTB/,/files/ENCFF464HBI/,/files/ENCFF590AZG/,/files/ENCFF413TAL/,/files/ENCFF801PMI/,/files/ENCFF437FGC/,/files/ENCFF135QBU/,/files/ENCFF130KQG/,/files/ENCFF025UGN/,/files/ENCFF346GSJ/,/files/ENCFF861YKK/,/files/ENCFF866HHT/,/files/ENCFF616ZKA/,/files/ENCFF797STR/,/files/ENCFF431GUT/,/files/ENCFF316VCK/,/files/ENCFF790TCC/,/files/ENCFF398FQP/,/files/ENCFF022MND/,/files/ENCFF520UWX/,/files/ENCFF406PFO/,/files/ENCFF625VEV/,/files/ENCFF234WHY/,/files/ENCFF398YTL/,/files/ENCFF495HMK/,/files/ENCFF881EBR/,/files/ENCFF937WPQ/,/files/ENCFF763SRM/,/files/ENCFF104JXU/,/files/ENCFF042IKH/,/files/ENCFF280CPG/,/files/ENCFF056OIG/,/files/ENCFF869TLE/,/files/ENCFF637NQL/,/files/ENCFF947CCP/,/files/ENCFF557XCY/,/files/ENCFF981CXF/,/files/ENCFF818OFF/,/files/ENCFF436WTY/,/files/ENCFF937QYU/,/files/ENCFF626GNG/,/files/ENCFF043GSY/,/files/ENCFF401WWX/,/files/ENCFF530HZE/,/files/ENCFF287RQN/,/files/ENCFF408KYQ/,/files/ENCFF102CZL/,/files/ENCFF504VJL/,/files/ENCFF294QST/,/files/ENCFF066QWS/,/files/ENCFF087CLY/,/files/ENCFF266WOU/,/files/ENCFF142TSK/,/files/ENCFF114KYV/,/files/ENCFF839PWE/,/files/ENCFF874SPS/,/files/ENCFF308EQM/		ENCBS246UOA,ENCBS217XCN	1,2	1	ENCAB959TNR	Homo sapiens	adult	53 years										/replicates/c2990d6f-c8a5-4ee9-ba99-9518c8f092e0/,/replicates/ac04ce34-5891-4e7a-a311-683aef960b50/
/experiments/ENCSR532KTI/	ENCSR532KTI	ChIP-seq	TF ChIP-seq	GTF2E2	GTF2E2	K562 genetically modified using stable transfection	K562	GEO:GSE105643	eGFP-GTF2E2 ChIP-seq on human K562	Kevin White, UChicago	ENCODE	released	/files/ENCFF432HUY/,/files/ENCFF926JFS/,/files/ENCFF164RED/,/files/ENCFF428TYZ/,/files/ENCFF272RDB/,/files/ENCFF678JFY/,/files/ENCFF845ZLZ/,/files/ENCFF552USH/,/files/ENCFF653QZA/,/files/ENCFF017ZBH/,/files/ENCFF562GOA/,/files/ENCFF607RCG/,/files/ENCFF390FSE/,/files/ENCFF974CYT/,/files/ENCFF796SSH/,/files/ENCFF138CUL/,/files/ENCFF513NXG/,/files/ENCFF373TEW/,/files/ENCFF528SDW/,/files/ENCFF270FKU/,/files/ENCFF518QRE/,/files/ENCFF581FUF/,/files/ENCFF623YPH/,/files/ENCFF106BHY/,/files/ENCFF752YQA/,/files/ENCFF012COQ/,/files/ENCFF782UZX/,/files/ENCFF467BPQ/,/files/ENCFF023LDG/,/files/ENCFF600BXX/,/files/ENCFF455XEV/,/files/ENCFF992KZV/,/files/ENCFF038KKT/,/files/ENCFF524ZDS/,/files/ENCFF379YGQ/,/files/ENCFF779YWP/,/files/ENCFF775TPP/,/files/ENCFF746AHG/,/files/ENCFF131VZY/,/files/ENCFF898WMO/,/files/ENCFF254QBD/,/files/ENCFF778RMG/,/files/ENCFF394WVZ/,/files/ENCFF267PJT/,/files/ENCFF445FCR/,/files/ENCFF523LJN/,/files/ENCFF940GOK/,/files/ENCFF037VMC/,/files/ENCFF296VZE/,/files/ENCFF201EBU/,/files/ENCFF067NWJ/,/files/ENCFF634WZV/,/files/ENCFF809DQH/,/files/ENCFF276GJS/,/files/ENCFF845IAY/,/files/ENCFF213HFD/,/files/ENCFF486VSV/,/files/ENCFF067LFS/,/files/ENCFF557GOQ/,/files/ENCFF622FPO/,/files/ENCFF520ZZL/,/files/ENCFF564KIU/,/files/ENCFF072XQJ/,/files/ENCFF741URT/,/files/ENCFF550URN/,/files/ENCFF015XVL/		ENCBS182OZC,ENCBS936ECY	2,1	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/bf3ad1df-2ba1-407b-a2bf-db13a8f59177/,/replicates/be9f7798-7fb1-4406-b5f8-7cf1c2b758a2/
/experiments/ENCSR223MLH/	ENCSR223MLH	ChIP-seq	TF ChIP-seq	BRCA1	BRCA1	K562	K562	GEO:GSE105342	BRCA1 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF231TGV/,/files/ENCFF276RGL/,/files/ENCFF576EVC/,/files/ENCFF805AVF/,/files/ENCFF757YKP/,/files/ENCFF672AOG/,/files/ENCFF927PKK/,/files/ENCFF593YDQ/,/files/ENCFF496FJD/,/files/ENCFF110TPP/,/files/ENCFF490YME/,/files/ENCFF794MPI/,/files/ENCFF609ZEP/,/files/ENCFF686DEX/,/files/ENCFF295AWJ/,/files/ENCFF447LRS/,/files/ENCFF450XAX/,/files/ENCFF870WRB/,/files/ENCFF869MLQ/,/files/ENCFF565ADA/,/files/ENCFF652NES/,/files/ENCFF544ZIB/,/files/ENCFF782SPN/,/files/ENCFF748JQT/,/files/ENCFF789WBS/,/files/ENCFF434BFU/,/files/ENCFF126VNJ/,/files/ENCFF060DEI/,/files/ENCFF549BUB/,/files/ENCFF673NII/,/files/ENCFF479JNC/,/files/ENCFF794MUJ/,/files/ENCFF002UZC/,/files/ENCFF279WBA/,/files/ENCFF248TTW/,/files/ENCFF302RJE/,/files/ENCFF355GZC/,/files/ENCFF439JGZ/,/files/ENCFF708LIZ/,/files/ENCFF507JPU/,/files/ENCFF978EJQ/,/files/ENCFF549GMO/,/files/ENCFF352HZZ/,/files/ENCFF480QAT/		ENCBS948ZNZ,ENCBS596DHR	1,2	1	ENCAB125OWA	Homo sapiens	adult	53 years										/replicates/47da55e3-7cb2-4e08-9a0f-ef5bcf4c6028/,/replicates/0bfcca2a-7170-4b00-8cf2-fc19a048b7b7/
/experiments/ENCSR237VLT/	ENCSR237VLT	ChIP-seq	TF ChIP-seq	ZBTB40	ZBTB40	K562	K562	GEO:GSE91602,FactorBook:ENCSR237VLT	ZBTB40 ChIP-seq on human K562	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF893OYD/,/files/ENCFF318VEB/,/files/ENCFF520UHF/,/files/ENCFF687MII/,/files/ENCFF673KNX/,/files/ENCFF297TMP/,/files/ENCFF861YTF/,/files/ENCFF295CQL/,/files/ENCFF093ZCG/,/files/ENCFF280CXE/,/files/ENCFF285JPS/,/files/ENCFF882ZUY/,/files/ENCFF789ZEC/,/files/ENCFF775MLD/,/files/ENCFF873BRB/,/files/ENCFF149LTH/,/files/ENCFF271VVA/,/files/ENCFF879HIN/,/files/ENCFF386OLG/,/files/ENCFF556ANS/,/files/ENCFF486KRK/,/files/ENCFF455HJE/,/files/ENCFF564UTR/,/files/ENCFF118UYB/,/files/ENCFF058FAF/,/files/ENCFF980KGS/,/files/ENCFF403VRU/,/files/ENCFF317PUE/,/files/ENCFF571NDF/,/files/ENCFF870XSS/,/files/ENCFF088LZZ/,/files/ENCFF429WFB/,/files/ENCFF293ZSN/,/files/ENCFF853IOO/,/files/ENCFF707CDO/,/files/ENCFF417LEJ/,/files/ENCFF361LXO/,/files/ENCFF727WJU/,/files/ENCFF839XGU/,/files/ENCFF593VVO/,/files/ENCFF095LZU/,/files/ENCFF618LQL/,/files/ENCFF198FDZ/,/files/ENCFF217UMI/		ENCBS048GNZ,ENCBS603CUX	2,1	1	ENCAB373DVF	Homo sapiens	adult	53 years										/replicates/dd13dd83-a3ab-473a-86e3-b516bb99c657/,/replicates/a1c8f7e6-fa1e-4896-bf84-aeaaa9481386/
/experiments/ENCSR462QZZ/	ENCSR462QZZ	ChIP-seq	TF ChIP-seq	ZNF395	ZNF395	K562 genetically modified using CRISPR	K562	FactorBook:ENCSR462QZZ,GEO:GSE136493	eGFP-ZNF395 ChIP-seq on human K562	Kevin White, UChicago	ENCODE	released	/files/ENCFF244MUT/,/files/ENCFF964IQS/,/files/ENCFF133ABX/,/files/ENCFF134EOW/,/files/ENCFF116EZS/,/files/ENCFF479NRX/,/files/ENCFF947NGO/,/files/ENCFF254TEL/,/files/ENCFF537JSG/,/files/ENCFF005WQC/,/files/ENCFF744DDO/,/files/ENCFF007UFZ/,/files/ENCFF264JPR/,/files/ENCFF828JND/,/files/ENCFF801APL/,/files/ENCFF671LDD/,/files/ENCFF301MYO/,/files/ENCFF922NHB/,/files/ENCFF052MPU/,/files/ENCFF440NYH/,/files/ENCFF708ZJA/,/files/ENCFF632AQL/,/files/ENCFF219XJE/,/files/ENCFF388YOB/,/files/ENCFF372UFI/,/files/ENCFF398AJM/,/files/ENCFF116FCF/,/files/ENCFF925XFR/,/files/ENCFF171QBI/,/files/ENCFF409RVV/,/files/ENCFF912XJB/,/files/ENCFF275HDU/,/files/ENCFF530EEK/,/files/ENCFF852HSR/,/files/ENCFF593FCH/,/files/ENCFF465BOD/,/files/ENCFF409AJV/,/files/ENCFF184SRK/,/files/ENCFF872BRZ/,/files/ENCFF935YHM/,/files/ENCFF454QMF/,/files/ENCFF959FJF/,/files/ENCFF734ELX/,/files/ENCFF944YSD/,/files/ENCFF250CTZ/,/files/ENCFF056UOA/,/files/ENCFF154VKQ/,/files/ENCFF972SZQ/,/files/ENCFF237KDD/,/files/ENCFF352LMG/,/files/ENCFF978TTG/,/files/ENCFF820NPT/,/files/ENCFF782RVN/,/files/ENCFF843CFN/,/files/ENCFF501BIO/,/files/ENCFF057LBQ/,/files/ENCFF259YUN/,/files/ENCFF774EDR/,/files/ENCFF352BQU/,/files/ENCFF430IPX/,/files/ENCFF462KYY/,/files/ENCFF108DXV/,/files/ENCFF624EIB/,/files/ENCFF302VGE/,/files/ENCFF464EIT/,/files/ENCFF112CRP/		ENCBS819JKS,ENCBS366PAP	1,3	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/6a7ff931-26ef-4f68-8e17-c138aeafabda/,/replicates/2cb6b59c-6c9a-45c1-9bbb-8482182e1f10/
/experiments/ENCSR448UKK/	ENCSR448UKK	ChIP-seq	TF ChIP-seq	ZKSCAN8	ZKSCAN8	K562 genetically modified using CRISPR	K562	FactorBook:ENCSR448UKK,GEO:GSE105606	eGFP-ZKSCAN8 ChIP-seq on human K562	Kevin White, UChicago	ENCODE	released	/files/ENCFF813EAV/,/files/ENCFF648MOC/,/files/ENCFF489GQR/,/files/ENCFF763BLG/,/files/ENCFF591FKI/,/files/ENCFF369FNW/,/files/ENCFF508ZDE/,/files/ENCFF473TXL/,/files/ENCFF041LCC/,/files/ENCFF106SAA/,/files/ENCFF175SWA/,/files/ENCFF641MUP/,/files/ENCFF343TEX/,/files/ENCFF839IXS/,/files/ENCFF115HSX/,/files/ENCFF029MZM/,/files/ENCFF189OTW/,/files/ENCFF980ZNH/,/files/ENCFF603LKQ/,/files/ENCFF234TBD/,/files/ENCFF298APG/,/files/ENCFF867NNE/,/files/ENCFF811CBJ/,/files/ENCFF413VAR/,/files/ENCFF396NMI/,/files/ENCFF103UOG/,/files/ENCFF145RLX/,/files/ENCFF783PIT/,/files/ENCFF928FDU/,/files/ENCFF447WWY/,/files/ENCFF430VKO/,/files/ENCFF161HQY/,/files/ENCFF849NZN/,/files/ENCFF662IGC/,/files/ENCFF178TKV/,/files/ENCFF413VDU/,/files/ENCFF570SZP/,/files/ENCFF977QPH/,/files/ENCFF881VGY/,/files/ENCFF648HOK/,/files/ENCFF522RGI/,/files/ENCFF115ZHW/,/files/ENCFF494SQE/,/files/ENCFF529FWJ/,/files/ENCFF741HOE/,/files/ENCFF444VEQ/,/files/ENCFF908SNB/,/files/ENCFF194YJB/,/files/ENCFF770WPJ/,/files/ENCFF410ITV/,/files/ENCFF083LUS/,/files/ENCFF884YMM/,/files/ENCFF069MME/,/files/ENCFF193PEI/,/files/ENCFF190DVL/,/files/ENCFF957IRA/,/files/ENCFF265KXU/,/files/ENCFF532CKI/,/files/ENCFF972YFP/,/files/ENCFF744PJM/,/files/ENCFF791JPT/,/files/ENCFF752EOK/,/files/ENCFF597SQL/,/files/ENCFF646MDN/,/files/ENCFF991GZX/,/files/ENCFF387ETI/		ENCBS541VKI,ENCBS669BXB	1,2	1	ENCAB728YTO	Homo sapiens	adult	53 years										/replicates/00982e66-229e-4397-aee4-fa6db17ec33d/,/replicates/77d80074-98dc-407e-986b-41732f075435/
/experiments/ENCSR899GSH/	ENCSR899GSH	ChIP-seq	TF ChIP-seq	RBM34	RBM34	K562	K562		RBM34 ChIP-seq in K562	Xiang-Dong Fu, UCSD	ENCODE	released	/files/ENCFF171KWD/,/files/ENCFF948AGS/,/files/ENCFF187TCP/,/files/ENCFF488SVK/,/files/ENCFF470GSP/,/files/ENCFF953ICQ/,/files/ENCFF560BTA/,/files/ENCFF153MPX/,/files/ENCFF225MPH/,/files/ENCFF353ZHX/,/files/ENCFF733CAH/,/files/ENCFF519EJI/,/files/ENCFF601PCW/,/files/ENCFF603DPZ/,/files/ENCFF254PVV/,/files/ENCFF415XXD/,/files/ENCFF142HGO/,/files/ENCFF971NYD/,/files/ENCFF177AXT/,/files/ENCFF670ILH/,/files/ENCFF967DYH/,/files/ENCFF451CVE/,/files/ENCFF090TOO/,/files/ENCFF239TSK/,/files/ENCFF303FDE/,/files/ENCFF983PUB/,/files/ENCFF862OAR/,/files/ENCFF144QTJ/,/files/ENCFF934BOE/,/files/ENCFF405DOB/,/files/ENCFF857BZI/,/files/ENCFF516BXP/,/files/ENCFF605NTJ/,/files/ENCFF539QIP/,/files/ENCFF319QUS/,/files/ENCFF179WPR/,/files/ENCFF100UTE/,/files/ENCFF782GWS/,/files/ENCFF632OCB/,/files/ENCFF686LNT/,/files/ENCFF527PUP/,/files/ENCFF330QLM/,/files/ENCFF660BXE/,/files/ENCFF074MJS/,/files/ENCFF745LIW/,/files/ENCFF194OMB/,/files/ENCFF862AEO/,/files/ENCFF702GMB/,/files/ENCFF150LGE/,/files/ENCFF395WMS/,/files/ENCFF923SJU/,/files/ENCFF928ARP/,/files/ENCFF453AVP/,/files/ENCFF894SKW/,/files/ENCFF237UZV/,/files/ENCFF071GJH/,/files/ENCFF847AXQ/,/files/ENCFF682TEA/,/files/ENCFF990RDF/,/files/ENCFF886DON/,/files/ENCFF913YWB/,/files/ENCFF141YYY/,/files/ENCFF209GHK/,/files/ENCFF152JEV/		ENCBS765OBZ,ENCBS038EDJ	2,1	1	ENCAB594ZFC	Homo sapiens	adult	53 years										/replicates/410495fc-ec2b-421d-8433-11131376b67e/,/replicates/a50a62f9-755e-48e4-887a-f2e084d31f50/
